Source,Target,Weight,Type
S0003,S0050,1,Undirected
S0004,S0005,4,Undirected
S0004,S0006,9,Undirected
S0004,S0007,5,Undirected
S0004,S0008,3,Undirected
S0004,S0009,7,Undirected
S0004,S0010,7,Undirected
S0004,S0011,6,Undirected
S0004,S0013,5,Undirected
S0004,S0014,1,Undirected
S0004,S0015,4,Undirected
S0004,S0016,4,Undirected
S0004,S0017,4,Undirected
S0004,S0018,10,Undirected
S0004,S0019,1,Undirected
S0004,S0021,2,Undirected
S0004,S0022,6,Undirected
S0004,S0023,7,Undirected
S0004,S0024,9,Undirected
S0004,S0025,7,Undirected
S0004,S0026,3,Undirected
S0004,S0027,7,Undirected
S0004,S0028,2,Undirected
S0004,S0029,5,Undirected
S0004,S0030,3,Undirected
S0004,S0031,5,Undirected
S0004,S0032,4,Undirected
S0004,S0033,6,Undirected
S0004,S0034,5,Undirected
S0004,S0035,7,Undirected
S0004,S0036,8,Undirected
S0004,S0037,3,Undirected
S0004,S0038,10,Undirected
S0004,S0039,5,Undirected
S0004,S0040,4,Undirected
S0004,S0041,5,Undirected
S0004,S0042,3,Undirected
S0004,S0043,5,Undirected
S0004,S0046,5,Undirected
S0004,S0047,3,Undirected
S0004,S0048,4,Undirected
S0004,S0049,8,Undirected
S0004,S0050,8,Undirected
S0005,S0006,6,Undirected
S0005,S0007,10,Undirected
S0005,S0008,4,Undirected
S0005,S0009,8,Undirected
S0005,S0010,6,Undirected
S0005,S0011,8,Undirected
S0005,S0012,8,Undirected
S0005,S0013,6,Undirected
S0005,S0014,2,Undirected
S0005,S0015,7,Undirected
S0005,S0016,10,Undirected
S0005,S0017,5,Undirected
S0005,S0018,8,Undirected
S0005,S0019,7,Undirected
S0005,S0020,7,Undirected
S0005,S0021,11,Undirected
S0005,S0022,5,Undirected
S0005,S0023,8,Undirected
S0005,S0024,4,Undirected
S0005,S0025,5,Undirected
S0005,S0026,8,Undirected
S0005,S0027,7,Undirected
S0005,S0028,8,Undirected
S0005,S0029,4,Undirected
S0005,S0030,2,Undirected
S0005,S0031,8,Undirected
S0005,S0032,12,Undirected
S0005,S0033,9,Undirected
S0005,S0034,8,Undirected
S0005,S0035,2,Undirected
S0005,S0036,12,Undirected
S0005,S0037,12,Undirected
S0005,S0038,7,Undirected
S0005,S0039,8,Undirected
S0005,S0040,4,Undirected
S0005,S0041,5,Undirected
S0005,S0042,1,Undirected
S0005,S0043,8,Undirected
S0005,S0044,4,Undirected
S0005,S0045,4,Undirected
S0005,S0046,7,Undirected
S0005,S0047,7,Undirected
S0005,S0048,9,Undirected
S0005,S0049,5,Undirected
S0005,S0050,1,Undirected
S0006,S0007,6,Undirected
S0006,S0008,3,Undirected
S0006,S0009,7,Undirected
S0006,S0010,5,Undirected
S0006,S0011,6,Undirected
S0006,S0013,5,Undirected
S0006,S0014,5,Undirected
S0006,S0015,7,Undirected
S0006,S0016,5,Undirected
S0006,S0017,2,Undirected
S0006,S0018,11,Undirected
S0006,S0019,2,Undirected
S0006,S0020,1,Undirected
S0006,S0021,4,Undirected
S0006,S0022,9,Undirected
S0006,S0023,7,Undirected
S0006,S0024,8,Undirected
S0006,S0025,10,Undirected
S0006,S0026,4,Undirected
S0006,S0027,8,Undirected
S0006,S0028,2,Undirected
S0006,S0029,5,Undirected
S0006,S0030,3,Undirected
S0006,S0031,8,Undirected
S0006,S0032,6,Undirected
S0006,S0033,10,Undirected
S0006,S0034,8,Undirected
S0006,S0035,8,Undirected
S0006,S0036,8,Undirected
S0006,S0037,5,Undirected
S0006,S0038,10,Undirected
S0006,S0039,5,Undirected
S0006,S0040,7,Undirected
S0006,S0041,2,Undirected
S0006,S0042,6,Undirected
S0006,S0043,5,Undirected
S0006,S0044,4,Undirected
S0006,S0046,5,Undirected
S0006,S0047,7,Undirected
S0006,S0048,4,Undirected
S0006,S0049,10,Undirected
S0006,S0050,6,Undirected
S0007,S0008,6,Undirected
S0007,S0009,9,Undirected
S0007,S0010,5,Undirected
S0007,S0011,6,Undirected
S0007,S0012,8,Undirected
S0007,S0013,4,Undirected
S0007,S0014,6,Undirected
S0007,S0015,7,Undirected
S0007,S0016,11,Undirected
S0007,S0017,6,Undirected
S0007,S0018,7,Undirected
S0007,S0019,10,Undirected
S0007,S0020,9,Undirected
S0007,S0021,9,Undirected
S0007,S0022,7,Undirected
S0007,S0023,7,Undirected
S0007,S0024,7,Undirected
S0007,S0025,11,Undirected
S0007,S0026,11,Undirected
S0007,S0027,8,Undirected
S0007,S0028,10,Undirected
S0007,S0029,2,Undirected
S0007,S0030,4,Undirected
S0007,S0031,8,Undirected
S0007,S0032,9,Undirected
S0007,S0033,9,Undirected
S0007,S0034,9,Undirected
S0007,S0035,6,Undirected
S0007,S0036,9,Undirected
S0007,S0037,10,Undirected
S0007,S0038,7,Undirected
S0007,S0039,8,Undirected
S0007,S0040,6,Undirected
S0007,S0041,6,Undirected
S0007,S0042,3,Undirected
S0007,S0043,6,Undirected
S0007,S0044,6,Undirected
S0007,S0045,4,Undirected
S0007,S0046,9,Undirected
S0007,S0047,9,Undirected
S0007,S0048,8,Undirected
S0007,S0049,9,Undirected
S0007,S0050,4,Undirected
S0008,S0009,5,Undirected
S0008,S0010,4,Undirected
S0008,S0011,6,Undirected
S0008,S0012,6,Undirected
S0008,S0013,1,Undirected
S0008,S0014,6,Undirected
S0008,S0015,7,Undirected
S0008,S0016,3,Undirected
S0008,S0017,9,Undirected
S0008,S0018,8,Undirected
S0008,S0019,6,Undirected
S0008,S0020,4,Undirected
S0008,S0021,3,Undirected
S0008,S0022,6,Undirected
S0008,S0023,5,Undirected
S0008,S0024,5,Undirected
S0008,S0025,7,Undirected
S0008,S0026,4,Undirected
S0008,S0027,5,Undirected
S0008,S0028,3,Undirected
S0008,S0030,4,Undirected
S0008,S0031,8,Undirected
S0008,S0032,4,Undirected
S0008,S0033,4,Undirected
S0008,S0034,7,Undirected
S0008,S0035,5,Undirected
S0008,S0036,5,Undirected
S0008,S0037,7,Undirected
S0008,S0038,3,Undirected
S0008,S0039,6,Undirected
S0008,S0040,6,Undirected
S0008,S0041,8,Undirected
S0008,S0042,4,Undirected
S0008,S0043,6,Undirected
S0008,S0044,6,Undirected
S0008,S0045,6,Undirected
S0008,S0046,4,Undirected
S0008,S0047,6,Undirected
S0008,S0048,5,Undirected
S0008,S0049,6,Undirected
S0008,S0050,4,Undirected
S0009,S0010,6,Undirected
S0009,S0011,6,Undirected
S0009,S0012,8,Undirected
S0009,S0013,7,Undirected
S0009,S0014,3,Undirected
S0009,S0015,7,Undirected
S0009,S0016,7,Undirected
S0009,S0017,4,Undirected
S0009,S0018,9,Undirected
S0009,S0019,6,Undirected
S0009,S0020,6,Undirected
S0009,S0021,9,Undirected
S0009,S0022,9,Undirected
S0009,S0023,10,Undirected
S0009,S0024,5,Undirected
S0009,S0025,5,Undirected
S0009,S0026,5,Undirected
S0009,S0027,4,Undirected
S0009,S0028,7,Undirected
S0009,S0029,5,Undirected
S0009,S0030,3,Undirected
S0009,S0031,6,Undirected
S0009,S0032,10,Undirected
S0009,S0033,11,Undirected
S0009,S0034,8,Undirected
S0009,S0035,5,Undirected
S0009,S0036,7,Undirected
S0009,S0037,6,Undirected
S0009,S0038,6,Undirected
S0009,S0039,7,Undirected
S0009,S0040,6,Undirected
S0009,S0041,4,Undirected
S0009,S0042,4,Undirected
S0009,S0043,6,Undirected
S0009,S0044,3,Undirected
S0009,S0045,2,Undirected
S0009,S0046,6,Undirected
S0009,S0047,7,Undirected
S0009,S0048,4,Undirected
S0009,S0049,8,Undirected
S0009,S0050,4,Undirected
S0010,S0011,10,Undirected
S0010,S0012,5,Undirected
S0010,S0013,5,Undirected
S0010,S0014,2,Undirected
S0010,S0015,3,Undirected
S0010,S0016,7,Undirected
S0010,S0017,5,Undirected
S0010,S0018,9,Undirected
S0010,S0019,5,Undirected
S0010,S0020,4,Undirected
S0010,S0021,3,Undirected
S0010,S0022,6,Undirected
S0010,S0023,10,Undirected
S0010,S0024,9,Undirected
S0010,S0025,6,Undirected
S0010,S0026,4,Undirected
S0010,S0027,5,Undirected
S0010,S0028,2,Undirected
S0010,S0029,5,Undirected
S0010,S0030,5,Undirected
S0010,S0031,7,Undirected
S0010,S0032,8,Undirected
S0010,S0033,4,Undirected
S0010,S0034,6,Undirected
S0010,S0035,2,Undirected
S0010,S0036,8,Undirected
S0010,S0037,6,Undirected
S0010,S0038,9,Undirected
S0010,S0039,10,Undirected
S0010,S0040,5,Undirected
S0010,S0041,6,Undirected
S0010,S0043,10,Undirected
S0010,S0044,3,Undirected
S0010,S0045,4,Undirected
S0010,S0046,2,Undirected
S0010,S0047,2,Undirected
S0010,S0048,3,Undirected
S0010,S0049,4,Undirected
S0010,S0050,5,Undirected
S0011,S0012,8,Undirected
S0011,S0013,6,Undirected
S0011,S0014,4,Undirected
S0011,S0015,6,Undirected
S0011,S0016,6,Undirected
S0011,S0017,8,Undirected
S0011,S0018,10,Undirected
S0011,S0019,9,Undirected
S0011,S0020,7,Undirected
S0011,S0021,4,Undirected
S0011,S0022,8,Undirected
S0011,S0023,13,Undirected
S0011,S0024,11,Undirected
S0011,S0025,7,Undirected
S0011,S0026,7,Undirected
S0011,S0027,6,Undirected
S0011,S0028,4,Undirected
S0011,S0029,5,Undirected
S0011,S0030,7,Undirected
S0011,S0031,9,Undirected
S0011,S0032,10,Undirected
S0011,S0033,5,Undirected
S0011,S0034,6,Undirected
S0011,S0035,1,Undirected
S0011,S0036,8,Undirected
S0011,S0037,9,Undirected
S0011,S0038,8,Undirected
S0011,S0039,14,Undirected
S0011,S0040,7,Undirected
S0011,S0041,8,Undirected
S0011,S0042,1,Undirected
S0011,S0043,14,Undirected
S0011,S0044,5,Undirected
S0011,S0045,8,Undirected
S0011,S0046,2,Undirected
S0011,S0047,2,Undirected
S0011,S0048,5,Undirected
S0011,S0049,3,Undirected
S0011,S0050,4,Undirected
S0012,S0013,5,Undirected
S0012,S0014,3,Undirected
S0012,S0015,6,Undirected
S0012,S0016,7,Undirected
S0012,S0017,7,Undirected
S0012,S0018,4,Undirected
S0012,S0019,12,Undirected
S0012,S0020,10,Undirected
S0012,S0021,9,Undirected
S0012,S0022,5,Undirected
S0012,S0023,9,Undirected
S0012,S0024,5,Undirected
S0012,S0025,4,Undirected
S0012,S0026,8,Undirected
S0012,S0027,3,Undirected
S0012,S0028,9,Undirected
S0012,S0029,1,Undirected
S0012,S0030,4,Undirected
S0012,S0031,6,Undirected
S0012,S0032,10,Undirected
S0012,S0033,4,Undirected
S0012,S0034,8,Undirected
S0012,S0035,1,Undirected
S0012,S0036,5,Undirected
S0012,S0037,7,Undirected
S0012,S0038,2,Undirected
S0012,S0039,10,Undirected
S0012,S0040,5,Undirected
S0012,S0041,8,Undirected
S0012,S0042,1,Undirected
S0012,S0043,8,Undirected
S0012,S0044,6,Undirected
S0012,S0045,7,Undirected
S0012,S0046,6,Undirected
S0012,S0047,5,Undirected
S0012,S0048,6,Undirected
S0012,S0049,3,Undirected
S0012,S0050,2,Undirected
S0013,S0014,1,Undirected
S0013,S0015,1,Undirected
S0013,S0016,5,Undirected
S0013,S0017,1,Undirected
S0013,S0018,5,Undirected
S0013,S0019,3,Undirected
S0013,S0020,3,Undirected
S0013,S0021,6,Undirected
S0013,S0022,7,Undirected
S0013,S0023,9,Undirected
S0013,S0024,7,Undirected
S0013,S0025,2,Undirected
S0013,S0026,1,Undirected
S0013,S0027,3,Undirected
S0013,S0028,5,Undirected
S0013,S0029,6,Undirected
S0013,S0030,3,Undirected
S0013,S0031,2,Undirected
S0013,S0032,6,Undirected
S0013,S0033,4,Undirected
S0013,S0034,2,Undirected
S0013,S0036,4,Undirected
S0013,S0037,3,Undirected
S0013,S0038,5,Undirected
S0013,S0039,7,Undirected
S0013,S0040,3,Undirected
S0013,S0041,1,Undirected
S0013,S0042,1,Undirected
S0013,S0043,6,Undirected
S0013,S0044,1,Undirected
S0013,S0045,1,Undirected
S0013,S0046,3,Undirected
S0013,S0047,1,Undirected
S0013,S0049,2,Undirected
S0013,S0050,1,Undirected
S0014,S0015,4,Undirected
S0014,S0016,3,Undirected
S0014,S0017,3,Undirected
S0014,S0018,4,Undirected
S0014,S0019,6,Undirected
S0014,S0020,6,Undirected
S0014,S0021,2,Undirected
S0014,S0022,8,Undirected
S0014,S0023,5,Undirected
S0014,S0024,5,Undirected
S0014,S0025,8,Undirected
S0014,S0026,5,Undirected
S0014,S0027,5,Undirected
S0014,S0028,3,Undirected
S0014,S0030,5,Undirected
S0014,S0031,7,Undirected
S0014,S0032,2,Undirected
S0014,S0033,4,Undirected
S0014,S0034,7,Undirected
S0014,S0035,5,Undirected
S0014,S0036,1,Undirected
S0014,S0037,5,Undirected
S0014,S0038,3,Undirected
S0014,S0039,4,Undirected
S0014,S0040,7,Undirected
S0014,S0041,3,Undirected
S0014,S0042,5,Undirected
S0014,S0043,4,Undirected
S0014,S0044,7,Undirected
S0014,S0045,3,Undirected
S0014,S0046,3,Undirected
S0014,S0047,6,Undirected
S0014,S0048,2,Undirected
S0014,S0049,4,Undirected
S0014,S0050,3,Undirected
S0015,S0016,4,Undirected
S0015,S0017,6,Undirected
S0015,S0018,11,Undirected
S0015,S0019,6,Undirected
S0015,S0020,3,Undirected
S0015,S0021,4,Undirected
S0015,S0022,6,Undirected
S0015,S0023,5,Undirected
S0015,S0024,3,Undirected
S0015,S0025,7,Undirected
S0015,S0026,4,Undirected
S0015,S0027,4,Undirected
S0015,S0028,3,Undirected
S0015,S0029,1,Undirected
S0015,S0030,1,Undirected
S0015,S0031,9,Undirected
S0015,S0032,6,Undirected
S0015,S0033,8,Undirected
S0015,S0034,8,Undirected
S0015,S0035,7,Undirected
S0015,S0036,7,Undirected
S0015,S0037,8,Undirected
S0015,S0038,4,Undirected
S0015,S0039,5,Undirected
S0015,S0040,6,Undirected
S0015,S0041,6,Undirected
S0015,S0042,5,Undirected
S0015,S0043,5,Undirected
S0015,S0044,4,Undirected
S0015,S0045,4,Undirected
S0015,S0046,4,Undirected
S0015,S0047,8,Undirected
S0015,S0048,7,Undirected
S0015,S0049,9,Undirected
S0015,S0050,5,Undirected
S0016,S0017,4,Undirected
S0016,S0018,6,Undirected
S0016,S0019,7,Undirected
S0016,S0020,8,Undirected
S0016,S0021,9,Undirected
S0016,S0022,6,Undirected
S0016,S0023,7,Undirected
S0016,S0024,5,Undirected
S0016,S0025,6,Undirected
S0016,S0026,7,Undirected
S0016,S0027,6,Undirected
S0016,S0028,8,Undirected
S0016,S0029,3,Undirected
S0016,S0030,2,Undirected
S0016,S0031,8,Undirected
S0016,S0032,11,Undirected
S0016,S0033,6,Undirected
S0016,S0034,8,Undirected
S0016,S0035,3,Undirected
S0016,S0036,8,Undirected
S0016,S0037,8,Undirected
S0016,S0038,7,Undirected
S0016,S0039,7,Undirected
S0016,S0040,4,Undirected
S0016,S0041,4,Undirected
S0016,S0042,1,Undirected
S0016,S0043,6,Undirected
S0016,S0044,4,Undirected
S0016,S0045,3,Undirected
S0016,S0046,7,Undirected
S0016,S0047,7,Undirected
S0016,S0048,6,Undirected
S0016,S0049,6,Undirected
S0016,S0050,3,Undirected
S0017,S0018,7,Undirected
S0017,S0019,8,Undirected
S0017,S0020,5,Undirected
S0017,S0021,3,Undirected
S0017,S0022,3,Undirected
S0017,S0023,7,Undirected
S0017,S0024,6,Undirected
S0017,S0025,6,Undirected
S0017,S0026,7,Undirected
S0017,S0027,4,Undirected
S0017,S0028,3,Undirected
S0017,S0030,3,Undirected
S0017,S0031,7,Undirected
S0017,S0032,5,Undirected
S0017,S0033,2,Undirected
S0017,S0034,6,Undirected
S0017,S0035,4,Undirected
S0017,S0036,8,Undirected
S0017,S0037,7,Undirected
S0017,S0038,5,Undirected
S0017,S0039,7,Undirected
S0017,S0040,3,Undirected
S0017,S0041,11,Undirected
S0017,S0042,2,Undirected
S0017,S0043,7,Undirected
S0017,S0044,4,Undirected
S0017,S0045,7,Undirected
S0017,S0046,5,Undirected
S0017,S0047,3,Undirected
S0017,S0048,8,Undirected
S0017,S0049,5,Undirected
S0017,S0050,5,Undirected
S0018,S0019,5,Undirected
S0018,S0020,2,Undirected
S0018,S0021,4,Undirected
S0018,S0022,9,Undirected
S0018,S0023,10,Undirected
S0018,S0024,8,Undirected
S0018,S0025,8,Undirected
S0018,S0026,3,Undirected
S0018,S0027,7,Undirected
S0018,S0028,3,Undirected
S0018,S0029,5,Undirected
S0018,S0030,3,Undirected
S0018,S0031,10,Undirected
S0018,S0032,8,Undirected
S0018,S0033,9,Undirected
S0018,S0034,7,Undirected
S0018,S0035,8,Undirected
S0018,S0036,10,Undirected
S0018,S0037,8,Undirected
S0018,S0038,10,Undirected
S0018,S0039,9,Undirected
S0018,S0040,6,Undirected
S0018,S0041,7,Undirected
S0018,S0042,5,Undirected
S0018,S0043,9,Undirected
S0018,S0044,2,Undirected
S0018,S0045,4,Undirected
S0018,S0046,5,Undirected
S0018,S0047,8,Undirected
S0018,S0048,6,Undirected
S0018,S0049,10,Undirected
S0018,S0050,8,Undirected
S0019,S0020,11,Undirected
S0019,S0021,7,Undirected
S0019,S0022,6,Undirected
S0019,S0023,9,Undirected
S0019,S0024,7,Undirected
S0019,S0025,6,Undirected
S0019,S0026,10,Undirected
S0019,S0027,5,Undirected
S0019,S0028,8,Undirected
S0019,S0030,5,Undirected
S0019,S0031,7,Undirected
S0019,S0032,9,Undirected
S0019,S0033,4,Undirected
S0019,S0034,8,Undirected
S0019,S0035,3,Undirected
S0019,S0036,5,Undirected
S0019,S0037,8,Undirected
S0019,S0038,4,Undirected
S0019,S0039,11,Undirected
S0019,S0040,6,Undirected
S0019,S0041,8,Undirected
S0019,S0042,3,Undirected
S0019,S0043,9,Undirected
S0019,S0044,6,Undirected
S0019,S0045,8,Undirected
S0019,S0046,6,Undirected
S0019,S0047,6,Undirected
S0019,S0048,7,Undirected
S0019,S0049,4,Undirected
S0019,S0050,3,Undirected
S0020,S0021,7,Undirected
S0020,S0022,6,Undirected
S0020,S0023,8,Undirected
S0020,S0024,5,Undirected
S0020,S0025,5,Undirected
S0020,S0026,10,Undirected
S0020,S0027,4,Undirected
S0020,S0028,8,Undirected
S0020,S0030,5,Undirected
S0020,S0031,6,Undirected
S0020,S0032,9,Undirected
S0020,S0033,4,Undirected
S0020,S0034,7,Undirected
S0020,S0035,2,Undirected
S0020,S0036,4,Undirected
S0020,S0037,7,Undirected
S0020,S0038,2,Undirected
S0020,S0039,8,Undirected
S0020,S0040,6,Undirected
S0020,S0041,5,Undirected
S0020,S0042,2,Undirected
S0020,S0043,7,Undirected
S0020,S0044,7,Undirected
S0020,S0045,6,Undirected
S0020,S0046,6,Undirected
S0020,S0047,5,Undirected
S0020,S0048,5,Undirected
S0020,S0049,2,Undirected
S0020,S0050,2,Undirected
S0021,S0022,3,Undirected
S0021,S0023,5,Undirected
S0021,S0024,3,Undirected
S0021,S0025,3,Undirected
S0021,S0026,8,Undirected
S0021,S0027,6,Undirected
S0021,S0028,9,Undirected
S0021,S0029,3,Undirected
S0021,S0031,6,Undirected
S0021,S0032,10,Undirected
S0021,S0033,9,Undirected
S0021,S0034,9,Undirected
S0021,S0035,2,Undirected
S0021,S0036,8,Undirected
S0021,S0037,8,Undirected
S0021,S0038,5,Undirected
S0021,S0039,6,Undirected
S0021,S0040,2,Undirected
S0021,S0041,3,Undirected
S0021,S0042,1,Undirected
S0021,S0043,4,Undirected
S0021,S0044,4,Undirected
S0021,S0045,2,Undirected
S0021,S0046,10,Undirected
S0021,S0047,9,Undirected
S0021,S0048,7,Undirected
S0021,S0049,4,Undirected
S0021,S0050,1,Undirected
S0022,S0023,11,Undirected
S0022,S0024,9,Undirected
S0022,S0025,9,Undirected
S0022,S0026,4,Undirected
S0022,S0027,6,Undirected
S0022,S0028,4,Undirected
S0022,S0029,4,Undirected
S0022,S0030,7,Undirected
S0022,S0031,8,Undirected
S0022,S0032,6,Undirected
S0022,S0033,7,Undirected
S0022,S0034,6,Undirected
S0022,S0035,5,Undirected
S0022,S0036,3,Undirected
S0022,S0037,5,Undirected
S0022,S0038,6,Undirected
S0022,S0039,8,Undirected
S0022,S0040,10,Undirected
S0022,S0041,3,Undirected
S0022,S0042,7,Undirected
S0022,S0043,8,Undirected
S0022,S0044,6,Undirected
S0022,S0045,3,Undirected
S0022,S0046,2,Undirected
S0022,S0047,5,Undirected
S0022,S0049,7,Undirected
S0022,S0050,5,Undirected
S0023,S0024,11,Undirected
S0023,S0025,8,Undirected
S0023,S0026,7,Undirected
S0023,S0027,6,Undirected
S0023,S0028,6,Undirected
S0023,S0029,6,Undirected
S0023,S0030,7,Undirected
S0023,S0031,9,Undirected
S0023,S0032,10,Undirected
S0023,S0033,5,Undirected
S0023,S0034,7,Undirected
S0023,S0035,3,Undirected
S0023,S0036,7,Undirected
S0023,S0037,7,Undirected
S0023,S0038,9,Undirected
S0023,S0039,12,Undirected
S0023,S0040,7,Undirected
S0023,S0041,7,Undirected
S0023,S0042,3,Undirected
S0023,S0043,12,Undirected
S0023,S0044,5,Undirected
S0023,S0045,6,Undirected
S0023,S0046,4,Undirected
S0023,S0047,2,Undirected
S0023,S0048,4,Undirected
S0023,S0049,5,Undirected
S0023,S0050,5,Undirected
S0024,S0025,11,Undirected
S0024,S0026,7,Undirected
S0024,S0027,8,Undirected
S0024,S0028,4,Undirected
S0024,S0029,5,Undirected
S0024,S0030,7,Undirected
S0024,S0031,7,Undirected
S0024,S0032,6,Undirected
S0024,S0033,4,Undirected
S0024,S0034,7,Undirected
S0024,S0035,5,Undirected
S0024,S0036,7,Undirected
S0024,S0037,5,Undirected
S0024,S0038,10,Undirected
S0024,S0039,11,Undirected
S0024,S0040,8,Undirected
S0024,S0041,7,Undirected
S0024,S0042,3,Undirected
S0024,S0043,10,Undirected
S0024,S0044,6,Undirected
S0024,S0045,4,Undirected
S0024,S0046,6,Undirected
S0024,S0047,2,Undirected
S0024,S0048,3,Undirected
S0024,S0049,6,Undirected
S0024,S0050,7,Undirected
S0025,S0026,10,Undirected
S0025,S0027,10,Undirected
S0025,S0028,4,Undirected
S0025,S0029,2,Undirected
S0025,S0030,6,Undirected
S0025,S0031,10,Undirected
S0025,S0032,5,Undirected
S0025,S0033,7,Undirected
S0025,S0034,12,Undirected
S0025,S0035,9,Undirected
S0025,S0036,8,Undirected
S0025,S0037,7,Undirected
S0025,S0038,10,Undirected
S0025,S0039,6,Undirected
S0025,S0040,9,Undirected
S0025,S0041,7,Undirected
S0025,S0042,6,Undirected
S0025,S0043,6,Undirected
S0025,S0044,9,Undirected
S0025,S0045,3,Undirected
S0025,S0046,7,Undirected
S0025,S0047,7,Undirected
S0025,S0048,6,Undirected
S0025,S0049,11,Undirected
S0025,S0050,7,Undirected
S0026,S0027,7,Undirected
S0026,S0028,7,Undirected
S0026,S0030,4,Undirected
S0026,S0031,8,Undirected
S0026,S0032,8,Undirected
S0026,S0033,6,Undirected
S0026,S0034,11,Undirected
S0026,S0035,4,Undirected
S0026,S0036,8,Undirected
S0026,S0037,8,Undirected
S0026,S0038,6,Undirected
S0026,S0039,7,Undirected
S0026,S0040,5,Undirected
S0026,S0041,8,Undirected
S0026,S0042,2,Undirected
S0026,S0043,6,Undirected
S0026,S0044,7,Undirected
S0026,S0045,5,Undirected
S0026,S0046,9,Undirected
S0026,S0047,6,Undirected
S0026,S0048,9,Undirected
S0026,S0049,5,Undirected
S0026,S0050,5,Undirected
S0027,S0028,5,Undirected
S0027,S0029,3,Undirected
